DATA_INIZIO,7000024_8,7000024_9,7000024_38
2010-01-01 00:00:00,53.0,67.0,9.0
2010-01-01 01:00:00,56.0,79.0,15.0
2010-01-01 02:00:00,55.0,82.0,18.0
2010-01-01 03:00:00,52.0,79.0,18.0
2010-01-01 04:00:00,28.9,73.2,17.6
2010-01-01 05:00:00,49.0,81.0,20.0
2010-01-01 06:00:00,42.0,58.0,10.0
2010-01-01 07:00:00,41.0,88.0,30.0
2010-01-01 08:00:00,39.0,66.0,18.0
2010-01-01 09:00:00,40.0,71.0,20.0
2010-01-01 10:00:00,43.0,71.0,18.0
2010-01-01 11:00:00,47.0,65.0,12.0
2010-01-01 12:00:00,52.0,78.0,17.0
2010-01-01 13:00:00,51.0,75.0,16.0
2010-01-01 14:00:00,48.0,61.0,9.0
2010-01-01 15:00:00,52.0,69.0,11.0
2010-01-01 16:00:00,50.0,60.0,7.0
2010-01-01 17:00:00,47.0,56.0,6.0
2010-01-01 18:00:00,51.0,81.0,20.0
2010-01-01 19:00:00,56.0,120.0,42.0
2010-01-01 20:00:00,52.0,81.0,19.0
2010-01-01 21:00:00,42.0,52.0,7.0
2010-01-01 22:00:00,34.0,35.0,1.0
2010-01-01 23:00:00,26.0,26.0,0.0
2010-01-02 00:00:00,20.0,20.0,0.0
2010-01-02 01:00:00,18.0,18.0,0.0
2010-01-02 02:00:00,19.0,19.0,0.0
2010-01-02 03:00:00,13.0,13.0,0.0
2010-01-02 04:00:00,28.9,73.2,17.6
2010-01-02 05:00:00,29.0,38.0,6.0
2010-01-02 06:00:00,36.0,55.0,13.0
2010-01-02 07:00:00,38.0,54.0,10.0
2010-01-02 08:00:00,37.0,58.0,14.0
2010-01-02 09:00:00,48.0,141.0,61.0
2010-01-02 10:00:00,57.0,189.0,86.0
2010-01-02 11:00:00,64.0,149.0,56.0
2010-01-02 12:00:00,53.0,88.0,22.0
2010-01-02 13:00:00,47.0,60.0,8.0
2010-01-02 14:00:00,49.0,68.0,12.0
2010-01-02 15:00:00,43.0,52.0,6.0
2010-01-02 16:00:00,44.0,51.0,5.0
2010-01-02 17:00:00,56.0,90.0,23.0
2010-01-02 18:00:00,38.0,46.0,5.0
2010-01-02 19:00:00,32.0,34.0,2.0
2010-01-02 20:00:00,30.0,32.0,1.0
2010-01-02 21:00:00,43.0,48.0,3.0
2010-01-02 22:00:00,30.0,31.0,1.0
2010-01-02 23:00:00,26.0,26.0,0.0
2010-01-03 00:00:00,29.0,29.0,0.0
2010-01-03 01:00:00,21.0,21.0,0.0
2010-01-03 02:00:00,16.0,16.0,0.0
2010-01-03 03:00:00,13.0,13.0,0.0
2010-01-03 04:00:00,28.9,73.2,17.6
2010-01-03 05:00:00,17.0,17.0,0.0
2010-01-03 06:00:00,24.0,24.0,0.0
2010-01-03 07:00:00,32.0,32.0,0.0
2010-01-03 08:00:00,32.0,34.0,1.0
2010-01-03 09:00:00,48.0,66.0,12.0
2010-01-03 10:00:00,42.0,46.0,3.0
2010-01-03 11:00:00,30.0,31.0,1.0
2010-01-03 12:00:00,38.0,41.0,2.0
2010-01-03 13:00:00,32.0,32.0,0.0
2010-01-03 14:00:00,35.0,35.0,1.0
2010-01-03 15:00:00,48.0,50.0,1.0
2010-01-03 16:00:00,49.0,50.0,1.0
2010-01-03 17:00:00,72.0,112.0,27.0
2010-01-03 18:00:00,73.0,122.0,32.0
2010-01-03 19:00:00,68.0,124.0,37.0
2010-01-03 20:00:00,68.0,139.0,46.0
2010-01-03 21:00:00,47.0,71.0,16.0
2010-01-03 22:00:00,54.0,88.0,22.0
2010-01-03 23:00:00,59.0,103.0,29.0
2010-01-04 00:00:00,56.0,81.0,16.0
2010-01-04 01:00:00,62.0,93.0,20.0
2010-01-04 02:00:00,57.0,94.0,25.0
2010-01-04 03:00:00,37.0,44.0,4.0
2010-01-04 04:00:00,28.9,73.2,17.6
2010-01-04 05:00:00,58.0,118.0,39.0
2010-01-04 06:00:00,64.0,167.0,68.0
2010-01-04 07:00:00,62.0,138.0,49.0
2010-01-04 08:00:00,62.0,141.0,52.0
2010-01-04 09:00:00,55.0,87.0,21.0
2010-01-04 10:00:00,57.0,106.0,32.0
2010-01-04 11:00:00,62.0,108.0,30.0
2010-01-04 12:00:00,63.0,121.0,38.0
2010-01-04 13:00:00,68.0,144.0,50.0
2010-01-04 14:00:00,68.0,122.0,36.0
2010-01-04 15:00:00,67.0,103.0,24.0
2010-01-04 16:00:00,67.0,89.0,15.0
2010-01-04 17:00:00,73.0,99.0,17.0
2010-01-04 18:00:00,79.0,104.0,17.0
2010-01-04 19:00:00,86.0,155.0,45.0
2010-01-04 20:00:00,76.0,128.0,34.0
2010-01-04 21:00:00,72.0,119.0,31.0
2010-01-04 22:00:00,63.0,74.0,7.0
2010-01-04 23:00:00,60.0,76.0,11.0
2010-01-05 00:00:00,59.0,76.0,12.0
2010-01-05 01:00:00,62.0,89.0,18.0
2010-01-05 02:00:00,62.0,83.0,13.0
2010-01-05 03:00:00,60.0,81.0,14.0
2010-01-05 04:00:00,28.9,73.2,17.6
2010-01-05 05:00:00,53.0,56.0,2.0
2010-01-05 06:00:00,53.0,62.0,6.0
2010-01-05 07:00:00,56.0,82.0,17.0
2010-01-05 08:00:00,59.0,97.0,25.0
2010-01-05 09:00:00,63.0,99.0,23.0
2010-01-05 10:00:00,61.0,84.0,15.0
2010-01-05 11:00:00,62.0,86.0,16.0
2010-01-05 12:00:00,66.0,99.0,21.0
2010-01-05 13:00:00,73.0,103.0,20.0
2010-01-05 14:00:00,73.0,108.0,23.0
2010-01-05 15:00:00,73.0,103.0,19.0
2010-01-05 16:00:00,73.0,99.0,17.0
2010-01-05 17:00:00,74.0,93.0,13.0
2010-01-05 18:00:00,73.0,92.0,12.0
2010-01-05 19:00:00,72.0,89.0,11.0
2010-01-05 20:00:00,69.0,84.0,10.0
2010-01-05 21:00:00,52.0,53.0,1.0
2010-01-05 22:00:00,44.0,44.0,0.0
2010-01-05 23:00:00,39.0,39.0,0.0
2010-01-06 00:00:00,34.0,34.0,0.0
2010-01-06 01:00:00,32.0,32.0,0.0
2010-01-06 02:00:00,35.0,35.0,0.0
2010-01-06 03:00:00,38.0,38.0,0.0
2010-01-06 04:00:00,28.9,73.2,17.6
2010-01-06 05:00:00,29.0,29.0,0.0
2010-01-06 06:00:00,43.0,45.0,1.0
2010-01-06 07:00:00,42.0,43.0,0.0
2010-01-06 08:00:00,37.0,45.0,5.0
2010-01-06 09:00:00,48.0,72.0,16.0
2010-01-06 10:00:00,47.0,66.0,13.0
2010-01-06 11:00:00,50.0,79.0,19.0
2010-01-06 12:00:00,56.0,87.0,20.0
2010-01-06 13:00:00,38.0,41.0,2.0
2010-01-06 14:00:00,43.0,47.0,2.0
2010-01-06 15:00:00,63.0,78.0,10.0
2010-01-06 16:00:00,73.0,118.0,29.0
2010-01-06 17:00:00,78.0,167.0,58.0
2010-01-06 18:00:00,70.0,154.0,55.0
2010-01-06 19:00:00,69.0,148.0,52.0
2010-01-06 20:00:00,69.0,167.0,64.0
2010-01-06 21:00:00,61.0,121.0,39.0
2010-01-06 22:00:00,72.0,175.0,67.0
2010-01-06 23:00:00,80.0,163.0,54.0
2010-01-07 00:00:00,82.0,198.0,76.0
2010-01-07 01:00:00,82.0,219.0,89.0
2010-01-07 02:00:00,72.0,178.0,69.0
2010-01-07 03:00:00,69.0,195.0,82.0
2010-01-07 04:00:00,28.9,73.2,17.6
2010-01-07 05:00:00,59.0,185.0,82.0
2010-01-07 06:00:00,71.0,326.0,166.0
2010-01-07 07:00:00,78.0,349.0,177.0
2010-01-07 08:00:00,81.0,246.0,107.0
2010-01-07 09:00:00,73.0,159.0,56.0
2010-01-07 10:00:00,71.0,135.0,42.0
2010-01-07 11:00:00,75.0,130.0,36.0
2010-01-07 12:00:00,85.0,160.0,49.0
2010-01-07 13:00:00,78.0,132.0,35.0
2010-01-07 14:00:00,80.0,148.0,44.0
2010-01-07 15:00:00,84.0,167.0,54.0
2010-01-07 16:00:00,87.0,201.0,74.0
2010-01-07 17:00:00,92.0,254.0,105.0
2010-01-07 18:00:00,92.0,272.0,117.0
2010-01-07 19:00:00,87.0,260.0,113.0
2010-01-07 20:00:00,91.0,232.0,93.0
2010-01-07 21:00:00,86.0,193.0,69.0
2010-01-07 22:00:00,84.0,205.0,79.0
2010-01-07 23:00:00,89.0,243.0,101.0
2010-01-08 00:00:00,86.0,261.0,114.0
2010-01-08 01:00:00,66.0,123.0,37.0
2010-01-08 02:00:00,61.0,102.0,27.0
2010-01-08 03:00:00,64.0,133.0,45.0
2010-01-08 04:00:00,28.9,73.2,17.6
2010-01-08 05:00:00,67.0,114.0,31.0
2010-01-08 06:00:00,64.0,94.0,20.0
2010-01-08 07:00:00,64.0,124.0,39.0
2010-01-08 08:00:00,65.0,130.0,43.0
2010-01-08 09:00:00,61.0,112.0,34.0
2010-01-08 10:00:00,59.0,96.0,24.0
2010-01-08 11:00:00,58.0,88.0,19.0
2010-01-08 12:00:00,61.0,98.0,24.0
2010-01-08 13:00:00,58.0,74.0,10.0
2010-01-08 14:00:00,56.0,65.0,6.0
2010-01-08 15:00:00,53.0,57.0,3.0
2010-01-08 16:00:00,59.0,67.0,6.0
2010-01-08 17:00:00,67.0,90.0,15.0
2010-01-08 18:00:00,62.0,74.0,8.0
2010-01-08 19:00:00,55.0,59.0,3.0
2010-01-08 20:00:00,49.0,50.0,1.0
2010-01-08 21:00:00,31.0,31.0,0.0
2010-01-08 22:00:00,23.0,23.0,0.0
2010-01-08 23:00:00,26.0,26.0,0.0
2010-01-09 00:00:00,30.0,30.0,0.0
2010-01-09 01:00:00,28.0,28.0,0.0
2010-01-09 02:00:00,24.0,24.0,0.0
2010-01-09 03:00:00,24.0,24.0,0.0
2010-01-09 04:00:00,28.9,73.2,17.6
2010-01-09 05:00:00,29.0,29.0,0.0
2010-01-09 06:00:00,43.0,44.0,1.0
2010-01-09 07:00:00,48.0,52.0,3.0
2010-01-09 08:00:00,53.0,65.0,8.0
2010-01-09 09:00:00,44.0,56.0,8.0
2010-01-09 10:00:00,44.0,55.0,7.0
2010-01-09 11:00:00,40.0,52.0,8.0
2010-01-09 12:00:00,48.0,63.0,10.0
2010-01-09 13:00:00,59.0,94.0,23.0
2010-01-09 14:00:00,53.0,74.0,14.0
2010-01-09 15:00:00,50.0,65.0,10.0
2010-01-09 16:00:00,54.0,84.0,20.0
2010-01-09 17:00:00,58.0,110.0,34.0
2010-01-09 18:00:00,66.0,115.0,32.0
2010-01-09 19:00:00,64.0,100.0,24.0
2010-01-09 20:00:00,68.0,156.0,58.0
2010-01-09 21:00:00,50.0,86.0,23.0
2010-01-09 22:00:00,16.0,16.0,0.0
2010-01-09 23:00:00,27.0,30.0,2.0
2010-01-10 00:00:00,36.0,38.0,1.0
2010-01-10 01:00:00,54.0,67.0,9.0
2010-01-10 02:00:00,57.0,84.0,18.0
2010-01-10 03:00:00,48.0,65.0,11.0
2010-01-10 04:00:00,28.9,73.2,17.6
2010-01-10 05:00:00,38.0,40.0,1.0
2010-01-10 06:00:00,40.0,46.0,4.0
2010-01-10 07:00:00,45.0,60.0,10.0
2010-01-10 08:00:00,34.0,36.0,1.0
2010-01-10 09:00:00,50.0,112.0,40.0
2010-01-10 10:00:00,53.0,101.0,31.0
2010-01-10 11:00:00,37.0,42.0,4.0
2010-01-10 12:00:00,45.0,52.0,4.0
2010-01-10 13:00:00,33.0,35.0,1.0
2010-01-10 14:00:00,31.0,33.0,1.0
2010-01-10 15:00:00,46.0,51.0,3.0
2010-01-10 16:00:00,67.0,99.0,21.0
2010-01-10 17:00:00,92.0,250.0,103.0
2010-01-10 18:00:00,73.0,156.0,54.0
2010-01-10 19:00:00,72.0,176.0,68.0
2010-01-10 20:00:00,69.0,203.0,87.0
2010-01-10 21:00:00,52.0,108.0,36.0
2010-01-10 22:00:00,45.0,70.0,16.0
2010-01-10 23:00:00,35.0,41.0,4.0
2010-01-11 00:00:00,38.0,50.0,8.0
2010-01-11 01:00:00,37.0,52.0,10.0
2010-01-11 02:00:00,21.0,21.0,0.0
2010-01-11 03:00:00,24.0,26.0,1.0
2010-01-11 04:00:00,28.9,73.2,17.6
2010-01-11 05:00:00,25.0,27.0,1.0
2010-01-11 06:00:00,42.0,107.0,43.0
2010-01-11 07:00:00,52.0,199.0,96.0
2010-01-11 08:00:00,61.0,237.0,116.0
2010-01-11 09:00:00,58.0,182.0,81.0
2010-01-11 10:00:00,60.0,147.0,57.0
2010-01-11 11:00:00,92.0,380.0,188.0
2010-01-11 12:00:00,73.0,182.0,72.0
2010-01-11 13:00:00,68.0,147.0,52.0
2010-01-11 14:00:00,66.0,131.0,43.0
2010-01-11 15:00:00,70.0,132.0,41.0
2010-01-11 16:00:00,71.0,168.0,63.0
2010-01-11 17:00:00,84.0,327.0,159.0
2010-01-11 18:00:00,81.0,299.0,143.0
2010-01-11 19:00:00,70.0,239.0,111.0
2010-01-11 20:00:00,70.0,252.0,119.0
2010-01-11 21:00:00,68.0,236.0,110.0
2010-01-11 22:00:00,51.0,145.0,62.0
2010-01-11 23:00:00,45.0,143.0,64.0
2010-01-12 00:00:00,44.0,137.0,61.0
2010-01-12 01:00:00,46.0,156.0,72.0
2010-01-12 02:00:00,44.0,143.0,65.0
2010-01-12 03:00:00,44.0,82.0,25.0
2010-01-12 04:00:00,28.9,73.2,17.6
2010-01-12 05:00:00,41.0,71.0,20.0
2010-01-12 06:00:00,44.0,120.0,49.0
2010-01-12 07:00:00,64.0,328.0,172.0
2010-01-12 08:00:00,87.0,516.0,281.0
2010-01-12 09:00:00,69.0,267.0,129.0
2010-01-12 10:00:00,68.0,149.0,53.0
2010-01-12 11:00:00,63.0,102.0,26.0
2010-01-12 12:00:00,64.0,92.0,18.0
2010-01-12 13:00:00,62.0,76.0,10.0
2010-01-12 14:00:00,70.0,95.0,16.0
2010-01-12 15:00:00,83.0,137.0,36.0
2010-01-12 16:00:00,84.0,171.0,56.0
2010-01-12 17:00:00,87.0,204.0,77.0
2010-01-12 18:00:00,92.0,254.0,106.0
2010-01-12 19:00:00,91.0,257.0,108.0
2010-01-12 20:00:00,78.0,185.0,70.0
2010-01-12 21:00:00,70.0,153.0,54.0
2010-01-12 22:00:00,73.0,173.0,65.0
2010-01-12 23:00:00,65.0,134.0,45.0
2010-01-13 00:00:00,64.0,126.0,40.0
2010-01-13 01:00:00,59.0,127.0,45.0
2010-01-13 02:00:00,57.0,146.0,58.0
2010-01-13 03:00:00,71.0,273.0,132.0
2010-01-13 04:00:00,28.9,73.2,17.6
2010-01-13 05:00:00,54.0,154.0,65.0
2010-01-13 06:00:00,63.0,201.0,90.0
2010-01-13 07:00:00,74.0,309.0,154.0
2010-01-13 08:00:00,92.0,509.0,273.0
2010-01-13 09:00:00,96.0,455.0,235.0
2010-01-13 10:00:00,79.0,288.0,136.0
2010-01-13 11:00:00,75.0,272.0,129.0
2010-01-13 12:00:00,75.0,214.0,91.0
2010-01-13 13:00:00,76.0,192.0,76.0
2010-01-13 14:00:00,74.0,189.0,75.0
2010-01-13 15:00:00,74.0,185.0,73.0
2010-01-13 16:00:00,74.0,191.0,76.0
2010-01-13 17:00:00,72.0,168.0,63.0
2010-01-13 18:00:00,71.0,141.0,46.0
2010-01-13 19:00:00,73.0,133.0,39.0
2010-01-13 20:00:00,74.0,134.0,39.0
2010-01-13 21:00:00,70.0,121.0,33.0
2010-01-13 22:00:00,70.0,124.0,36.0
2010-01-13 23:00:00,70.0,142.0,47.0
2010-01-14 00:00:00,68.0,147.0,52.0
2010-01-14 01:00:00,66.0,133.0,44.0
2010-01-14 02:00:00,66.0,123.0,37.0
2010-01-14 03:00:00,66.0,106.0,26.0
2010-01-14 04:00:00,28.9,73.2,17.6
2010-01-14 05:00:00,68.0,120.0,34.0
2010-01-14 06:00:00,76.0,208.0,86.0
2010-01-14 07:00:00,69.0,270.0,131.0
2010-01-14 08:00:00,80.0,402.0,210.0
2010-01-14 09:00:00,72.0,275.0,133.0
2010-01-14 10:00:00,65.0,148.0,54.0
2010-01-14 11:00:00,72.0,160.0,57.0
2010-01-14 12:00:00,83.0,214.0,86.0
2010-01-14 13:00:00,77.0,164.0,57.0
2010-01-14 14:00:00,71.0,121.0,33.0
2010-01-14 15:00:00,74.0,130.0,37.0
2010-01-14 16:00:00,74.0,133.0,39.0
2010-01-14 17:00:00,69.0,114.0,30.0
2010-01-14 18:00:00,73.0,147.0,48.0
2010-01-14 19:00:00,77.0,187.0,72.0
2010-01-14 20:00:00,74.0,172.0,64.0
2010-01-14 21:00:00,77.0,222.0,95.0
2010-01-14 22:00:00,75.0,220.0,95.0
2010-01-14 23:00:00,76.0,206.0,85.0
2010-01-15 00:00:00,73.0,146.0,48.0
2010-01-15 01:00:00,69.0,155.0,56.0
2010-01-15 02:00:00,70.0,164.0,62.0
2010-01-15 03:00:00,66.0,185.0,77.0
2010-01-15 04:00:00,28.9,73.2,17.6
2010-01-15 05:00:00,63.0,158.0,62.0
2010-01-15 06:00:00,63.0,174.0,73.0
2010-01-15 07:00:00,62.0,168.0,69.0
2010-01-15 08:00:00,66.0,198.0,86.0
2010-01-15 09:00:00,64.0,193.0,84.0
2010-01-15 10:00:00,67.0,204.0,90.0
2010-01-15 11:00:00,66.0,183.0,77.0
2010-01-15 12:00:00,69.0,187.0,78.0
2010-01-15 13:00:00,68.0,163.0,62.0
2010-01-15 14:00:00,66.0,145.0,51.0
2010-01-15 15:00:00,65.0,118.0,35.0
2010-01-15 16:00:00,67.0,107.0,26.0
2010-01-15 17:00:00,71.0,141.0,45.0
2010-01-15 18:00:00,77.0,220.0,94.0
2010-01-15 19:00:00,86.0,297.0,138.0
2010-01-15 20:00:00,80.0,283.0,133.0
2010-01-15 21:00:00,74.0,240.0,109.0
2010-01-15 22:00:00,57.0,141.0,54.0
2010-01-15 23:00:00,54.0,131.0,50.0
2010-01-16 00:00:00,51.0,114.0,42.0
2010-01-16 01:00:00,47.0,113.0,43.0
2010-01-16 02:00:00,52.0,121.0,45.0
2010-01-16 03:00:00,62.0,150.0,58.0
2010-01-16 04:00:00,28.9,73.2,17.6
2010-01-16 05:00:00,60.0,105.0,29.0
2010-01-16 06:00:00,64.0,125.0,40.0
2010-01-16 07:00:00,70.0,159.0,58.0
2010-01-16 08:00:00,70.0,171.0,66.0
2010-01-16 09:00:00,69.0,154.0,56.0
2010-01-16 10:00:00,66.0,100.0,22.0
2010-01-16 11:00:00,63.0,81.0,12.0
2010-01-16 12:00:00,65.0,80.0,10.0
2010-01-16 13:00:00,63.0,78.0,9.0
2010-01-16 14:00:00,52.0,58.0,4.0
2010-01-16 15:00:00,54.0,59.0,3.0
2010-01-16 16:00:00,79.0,119.0,26.0
2010-01-16 17:00:00,94.0,235.0,92.0
2010-01-16 18:00:00,88.0,221.0,87.0
2010-01-16 19:00:00,88.0,229.0,93.0
2010-01-16 20:00:00,81.0,156.0,49.0
2010-01-16 21:00:00,69.0,108.0,26.0
2010-01-16 22:00:00,64.0,88.0,16.0
2010-01-16 23:00:00,43.0,47.0,2.0
2010-01-17 00:00:00,45.0,49.0,3.0
2010-01-17 01:00:00,57.0,72.0,10.0
2010-01-17 02:00:00,54.0,68.0,10.0
2010-01-17 03:00:00,52.0,70.0,12.0
2010-01-17 04:00:00,28.9,73.2,17.6
2010-01-17 05:00:00,39.0,41.0,1.0
2010-01-17 06:00:00,26.0,27.0,0.0
2010-01-17 07:00:00,36.0,40.0,3.0
2010-01-17 08:00:00,52.0,73.0,14.0
2010-01-17 09:00:00,62.0,135.0,48.0
2010-01-17 10:00:00,64.0,135.0,47.0
2010-01-17 11:00:00,69.0,142.0,48.0
2010-01-17 12:00:00,73.0,130.0,38.0
2010-01-17 13:00:00,75.0,117.0,28.0
2010-01-17 14:00:00,77.0,117.0,27.0
2010-01-17 15:00:00,79.0,131.0,34.0
2010-01-17 16:00:00,76.0,125.0,32.0
2010-01-17 17:00:00,73.0,128.0,36.0
2010-01-17 18:00:00,73.0,140.0,44.0
2010-01-17 19:00:00,79.0,173.0,61.0
2010-01-17 20:00:00,79.0,156.0,51.0
2010-01-17 21:00:00,72.0,138.0,43.0
2010-01-17 22:00:00,70.0,145.0,49.0
2010-01-17 23:00:00,67.0,125.0,38.0
2010-01-18 00:00:00,64.0,99.0,23.0
2010-01-18 01:00:00,62.0,100.0,25.0
2010-01-18 02:00:00,49.0,66.0,11.0
2010-01-18 03:00:00,46.0,61.0,9.0
2010-01-18 04:00:00,28.9,73.2,17.6
2010-01-18 05:00:00,45.0,70.0,16.0
2010-01-18 06:00:00,49.0,106.0,37.0
2010-01-18 07:00:00,68.0,209.0,92.0
2010-01-18 08:00:00,85.0,323.0,155.0
2010-01-18 09:00:00,70.0,169.0,65.0
2010-01-18 10:00:00,85.0,233.0,97.0
2010-01-18 11:00:00,80.0,178.0,64.0
2010-01-18 12:00:00,78.0,147.0,46.0
2010-01-18 13:00:00,70.0,95.0,16.0
2010-01-18 14:00:00,70.0,87.0,11.0
2010-01-18 15:00:00,73.0,92.0,12.0
2010-01-18 16:00:00,75.0,96.0,13.0
2010-01-18 17:00:00,93.0,190.0,64.0
2010-01-18 18:00:00,98.0,235.0,89.0
2010-01-18 19:00:00,107.0,321.0,140.0
2010-01-18 20:00:00,106.0,366.0,170.0
2010-01-18 21:00:00,81.0,203.0,80.0
2010-01-18 22:00:00,67.0,156.0,58.0
2010-01-18 23:00:00,78.0,331.0,166.0
2010-01-19 00:00:00,78.0,332.0,166.0
2010-01-19 01:00:00,72.0,308.0,154.0
2010-01-19 02:00:00,65.0,290.0,147.0
2010-01-19 03:00:00,66.0,348.0,185.0
2010-01-19 04:00:00,28.9,73.2,17.6
2010-01-19 05:00:00,62.0,329.0,174.0
2010-01-19 06:00:00,64.0,333.0,176.0
2010-01-19 07:00:00,73.0,432.0,235.0
2010-01-19 08:00:00,94.0,603.0,333.0
2010-01-19 09:00:00,101.0,549.0,293.0
2010-01-19 10:00:00,94.0,447.0,231.0
2010-01-19 11:00:00,89.0,384.0,193.0
2010-01-19 12:00:00,87.0,339.0,165.0
2010-01-19 13:00:00,72.0,188.0,76.0
2010-01-19 14:00:00,72.0,156.0,55.0
2010-01-19 15:00:00,79.0,181.0,66.0
2010-01-19 16:00:00,81.0,176.0,62.0
2010-01-19 17:00:00,89.0,227.0,90.0
2010-01-19 18:00:00,88.0,203.0,75.0
2010-01-19 19:00:00,88.0,208.0,79.0
2010-01-19 20:00:00,93.0,239.0,95.0
2010-01-19 21:00:00,94.0,252.0,104.0
2010-01-19 22:00:00,95.0,276.0,119.0
2010-01-19 23:00:00,95.0,261.0,109.0
2010-01-20 00:00:00,91.0,252.0,105.0
2010-01-20 01:00:00,83.0,247.0,107.0
2010-01-20 02:00:00,83.0,258.0,115.0
2010-01-20 03:00:00,79.0,242.0,107.0
2010-01-20 04:00:00,28.9,73.2,17.6
2010-01-20 05:00:00,71.0,199.0,84.0
2010-01-20 06:00:00,70.0,206.0,89.0
2010-01-20 07:00:00,72.0,230.0,103.0
2010-01-20 08:00:00,77.0,233.0,102.0
2010-01-20 09:00:00,74.0,194.0,78.0
2010-01-20 10:00:00,77.0,209.0,86.0
2010-01-20 11:00:00,76.0,200.0,81.0
2010-01-20 12:00:00,78.0,195.0,77.0
2010-01-20 13:00:00,80.0,194.0,74.0
2010-01-20 14:00:00,84.0,203.0,78.0
2010-01-20 15:00:00,82.0,190.0,71.0
2010-01-20 16:00:00,82.0,206.0,81.0
2010-01-20 17:00:00,85.0,185.0,66.0
2010-01-20 18:00:00,87.0,183.0,63.0
2010-01-20 19:00:00,83.0,168.0,56.0
2010-01-20 20:00:00,81.0,162.0,53.0
2010-01-20 21:00:00,82.0,164.0,53.0
2010-01-20 22:00:00,80.0,154.0,49.0
2010-01-20 23:00:00,79.0,158.0,52.0
2010-01-21 00:00:00,74.0,124.0,33.0
2010-01-21 01:00:00,74.0,114.0,27.0
2010-01-21 02:00:00,74.0,122.0,31.0
2010-01-21 03:00:00,74.0,128.0,36.0
2010-01-21 04:00:00,28.9,73.2,17.6
2010-01-21 05:00:00,71.0,97.0,17.0
2010-01-21 06:00:00,71.0,101.0,20.0
2010-01-21 07:00:00,74.0,120.0,30.0
2010-01-21 08:00:00,76.0,144.0,44.0
2010-01-21 09:00:00,66.0,95.0,19.0
2010-01-21 10:00:00,61.0,80.0,12.0
2010-01-21 11:00:00,66.0,96.0,19.0
2010-01-21 12:00:00,68.0,97.0,19.0
2010-01-21 13:00:00,78.0,137.0,39.0
2010-01-21 14:00:00,87.0,189.0,67.0
2010-01-21 15:00:00,91.0,198.0,70.0
2010-01-21 16:00:00,92.0,201.0,71.0
2010-01-21 17:00:00,96.0,232.0,89.0
2010-01-21 18:00:00,93.0,200.0,70.0
2010-01-21 19:00:00,97.0,195.0,65.0
2010-01-21 20:00:00,92.0,156.0,42.0
2010-01-21 21:00:00,87.0,137.0,32.0
2010-01-21 22:00:00,88.0,138.0,33.0
2010-01-21 23:00:00,88.0,138.0,33.0
2010-01-22 00:00:00,86.0,137.0,33.0
2010-01-22 01:00:00,87.0,155.0,44.0
2010-01-22 02:00:00,81.0,119.0,25.0
2010-01-22 03:00:00,79.0,106.0,18.0
2010-01-22 04:00:00,28.9,73.2,17.6
2010-01-22 05:00:00,78.0,96.0,12.0
2010-01-22 06:00:00,80.0,121.0,27.0
2010-01-22 07:00:00,82.0,155.0,48.0
2010-01-22 08:00:00,84.0,163.0,51.0
2010-01-22 09:00:00,78.0,139.0,40.0
2010-01-22 10:00:00,68.0,108.0,26.0
2010-01-22 11:00:00,65.0,101.0,24.0
2010-01-22 12:00:00,67.0,110.0,28.0
2010-01-22 13:00:00,65.0,103.0,24.0
2010-01-22 14:00:00,64.0,97.0,22.0
2010-01-22 15:00:00,69.0,118.0,32.0
2010-01-22 16:00:00,73.0,135.0,41.0
2010-01-22 17:00:00,74.0,158.0,55.0
2010-01-22 18:00:00,78.0,196.0,77.0
2010-01-22 19:00:00,78.0,195.0,76.0
2010-01-22 20:00:00,76.0,175.0,64.0
2010-01-22 21:00:00,76.0,193.0,76.0
2010-01-22 22:00:00,68.0,130.0,41.0
2010-01-22 23:00:00,66.0,102.0,24.0
2010-01-23 00:00:00,63.0,75.0,8.0
2010-01-23 01:00:00,54.0,57.0,2.0
2010-01-23 02:00:00,52.0,54.0,1.0
2010-01-23 03:00:00,63.0,75.0,8.0
2010-01-23 04:00:00,28.9,73.2,17.6
2010-01-23 05:00:00,50.0,52.0,1.0
2010-01-23 06:00:00,45.0,49.0,3.0
2010-01-23 07:00:00,51.0,59.0,5.0
2010-01-23 08:00:00,54.0,72.0,12.0
2010-01-23 09:00:00,62.0,96.0,22.0
2010-01-23 10:00:00,64.0,90.0,17.0
2010-01-23 11:00:00,63.0,85.0,15.0
2010-01-23 12:00:00,63.0,83.0,13.0
2010-01-23 13:00:00,67.0,93.0,17.0
2010-01-23 14:00:00,62.0,76.0,9.0
2010-01-23 15:00:00,74.0,95.0,14.0
2010-01-23 16:00:00,72.0,97.0,16.0
2010-01-23 17:00:00,75.0,145.0,45.0
2010-01-23 18:00:00,85.0,201.0,75.0
2010-01-23 19:00:00,83.0,217.0,87.0
2010-01-23 20:00:00,81.0,250.0,111.0
2010-01-23 21:00:00,70.0,191.0,79.0
2010-01-23 22:00:00,66.0,156.0,59.0
2010-01-23 23:00:00,61.0,89.0,18.0
2010-01-24 00:00:00,64.0,124.0,39.0
2010-01-24 01:00:00,67.0,138.0,46.0
2010-01-24 02:00:00,69.0,140.0,46.0
2010-01-24 03:00:00,71.0,113.0,28.0
2010-01-24 04:00:00,28.9,73.2,17.6
2010-01-24 05:00:00,65.0,101.0,23.0
